word_uk,value,len,word_en
шимпанзе,28,8,chimpanzee
юрист,28,5,lawyer
які-небудь,28,10,any
адоніс,27,6,Adonis
аліменти,27,8,alimony
атакувати,27,9,attack
багаття,27,7,bonfire
бруд,27,4,dirt
будиночок,27,9,lodge
верхи,27,5,on horseback
вибори,27,6,election
вихідний,27,8,weekend
вищий,27,5,higher
відповідальний,27,14,responsible
вождь,27,5,leader
вуаля,27,5,voila
гаплик,27,6,hook
гуртом,27,6,together
дірка,27,5,hole
дія,27,3,action
дог,27,3,dog
допит,27,5,interrogation
драйв,27,5,drive
екіпаж,27,6,crew
єврей,27,5,Jew
жара,27,4,heat
затримання,27,10,detention
зацікавлений,27,12,interested
звання,27,6,rank
здрастуй,27,8,hello
зізнання,27,8,confession
змій,27,4,snakes
знаряддя,27,8,instrument
зупинятися,27,10,stop
канцлер,27,7,chancellor
кат,27,3,executioner
кашель,27,6,cough
квітка,27,6,flower
класти,27,6,put
ковчег,27,6,ark
комплімент,27,10,compliment
корона,27,6,crown
кран,27,4,tap
купе,27,4,compartment
лука,27,4,onion
лялька,27,6,doll
маєток,27,6,estate
медовий,27,7,honeyed
мислення,27,8,thinking
мовити,27,6,speak
назустріч,27,9,towards
насильство,27,10,violence
неприємно,27,9,unpleasant
нізвідки,27,8,from nowhere
ніяково,27,7,awkwardly
обійтися,27,8,to get by
область,27,7,region
обмеження,27,9,limitation
ой-ой,27,5,oh-oh
опісля,27,6,afterwards
пальне,27,6,fuel
пірат,27,5,pirate
поет,27,4,poet
пожити,27,6,to live
порошок,27,7,powder
посадка,27,7,landing
потримати,27,9,to hold
придбати,27,8,buy
провідати,27,9,to visit
расист,27,6,racist
рояль,27,5,piano
свинка,27,6,mumps
світанок,27,8,dawn
священик,27,8,priest
секретарка,27,10,secretary
скасувати,27,9,cancel
стаканчик,27,9,cup
стаття,27,6,article
суміш,27,5,mixture
таблетка,27,8,tablet
тень,27,4,shadow
точнісінько,27,11,exactly
тренуватися,27,11,exercise
трупа,27,5,troupe
упс,27,3,oops
халат,27,5,robe
християнин,27,10,Christian
чоботи,27,6,boots
чума,27,4,plague
шантаж,27,6,blackmail
шахрай,27,6,swindler
шкільний,27,8,school
щоночі,27,6,every night
яблучко,27,7,apple
апетит,26,6,appetite
багатство,26,9,wealth
балкон,26,6,balcony
бікіні,26,6,bikini
важіль,26,6,lever
вампір,26,6,vampire
веселіше,26,8,more fun
весло,26,5,oar
вибирати,26,8,choose
вирушати,26,8,leave
ві,26,2,in
відвідувач,26,10,visitor
впродовж,26,8,throughout
втручатися,26,10,interfere
глядачів,26,8,spectators
гніздо,26,6,nest
громадянин,26,10,citizen
держава,26,7,state
дзвінка,26,7,call
динаміт,26,7,dynamite
дуже-дуже,26,9,"very, very"
дурість,26,7,stupidity
жалкий,26,6,pitiful
жалюгідний,26,10,wretched
звикнути,26,8,get used to
звичай,26,6,custom
зітхання,26,8,breath
знадобитися,26,11,be necessary
зрадити,26,7,betray
зріст,26,5,height
інженер,26,7,engineer
кілограм,26,8,kilogram
кокс,26,4,coke
комплект,26,8,kit
конверт,26,7,envelope
коник,26,5,grasshopper
крапка,26,6,point
красень,26,7,handsome man
криста,26,6,Christ
ладненько,26,9,nice
лишити,26,6,to leave
ліфт,26,4,elevator
маля,26,4,baby
математика,26,10,mathematics
мити,26,4,wash
монета,26,6,coin
надвір,26,6,yard
надіти,26,6,to put on
написане,26,8,written
напрочуд,26,8,surprisingly
народжений,26,10,born
народити,26,8,give birth
натиснути,26,9,to press
науковий,26,8,scientific
невідомий,26,9,unknown
непомітно,26,9,imperceptibly
ніякий,26,6,no
новачок,26,7,newcomer
ну-ну,26,5,well-well
оновити,26,7,update
основа,26,6,basis
палата,26,6,chamber
пастор,26,6,pastor
перевага,26,8,advantage
перегони,26,8,race
пі,26,2,pi
підрозділ,26,9,unit
повечеряти,26,10,supper
порше,26,5,Porsche
посперечатися,26,13,to argue
посуд,26,5,dishes
потужний,26,8,powerful
презерватив,26,11,condom
прибуття,26,8,arrival
приватний,26,9,private
приплив,26,7,influx
припущення,26,10,assumption
промова,26,7,speech
пропан,26,6,propane
пухлина,26,7,tumor
ремінь,26,6,strap
складати,26,8,draw up
солодка,26,7,sweet
соха,26,4,plow
ставати,26,7,become
студентка,26,9,student
султан,26,6,sultan
сховище,26,7,refuge
тринадцять,26,10,thirteen
труба,26,5,tube
утримати,26,8,to hold
хутчіше,26,7,faster
чемно,26,5,politely
чіпати,26,6,touch
чого-небудь,26,11,something
чортівня,26,8,damn
шлунок,26,6,stomach
щовечора,26,8,every evening
багатьом,25,8,to many
баран,25,5,ram
безглуздя,25,9,nonsense
бетмен,25,6,Batman
бідолашний,25,10,hapless
вдосталь,25,8,enough
везти,25,5,carry
вертоліт,25,8,helicopter
вечеряти,25,8,supper
видобуток,25,9,production
вихор,25,5,whirlwind
відсоток,25,8,interest
відстежити,25,10,track
відстій,25,7,sludge
відшукати,25,9,to find
вклад,25,5,deposit
втримати,25,8,to hold
гідність,25,8,dignity
го,25,2,th
граф,25,4,earl
далекий,25,7,far
дерен,25,5,turf
джентльмен,25,10,gentleman
динозавр,25,8,dinosaur
дійти,25,5,reach
дурепа,25,6,fool
екзамен,25,7,exam
забувати,25,8,forget
закритий,25,8,closed
залізти,25,7,to climb
занести,25,7,to bring in
заспівати,25,9,to sing
засуджений,25,10,condemned
захворювання,25,12,disease
здалеку,25,7,from afar
землетрус,25,9,earthquake
інстинкт,25,8,instinct
інфаркт,25,7,infarct
інцидент,25,8,incident
клан,25,4,clan
кокаїн,25,6,cocaine
крамниця,25,8,store
крюк,25,4,hook
лишитися,25,8,to remain
ліва,25,4,left
майданчик,25,9,ground
метр,25,4,meter
миттю,25,5,instantly
мікрофон,25,8,microphone
могутній,25,8,powerful
молох,25,5,Moloch
навести,25,7,to bring
наволоч,25,7,cattle
нафта,25,5,oil
нить,25,4,thread
обідати,25,7,dinner
обстеження,25,10,examination
одруження,25,9,marriage
одружуватися,25,12,marry
округа,25,6,vicinity
організм,25,8,organism
осінь,25,5,autumn
перелом,25,7,fracture
переслідувати,25,13,pursue
підряд,25,6,suborder
пліч-о-пліч,25,11,side by side
полегшення,25,10,relief
поляк,25,5,Pole
пообідати,25,9,have dinner
потужність,25,10,power
правити,25,7,rule
преса,25,5,press
пригода,25,7,adventure
проводи,25,7,wires
продавець,25,9,seller
птичка,25,6,bird
пустеля,25,7,desert
рев,25,3,roar
рідний,25,6,native
родич,25,5,relative
розклад,25,7,schedule
розширення,25,10,expansion
росіянин,25,8,Russian
складний,25,8,complex
слідство,25,8,investigation
спалах,25,6,flash
спільне,25,7,common
спрацювати,25,10,to work
спуститися,25,10,to go down
стиснення,25,9,compression
страждати,25,9,suffer
супутник,25,8,satellite
таємний,25,7,secret
телефонний,25,10,telephone
терорист,25,8,terrorist
трахнути,25,8,to fuck
ураган,25,6,hurricane
фантастично,25,11,fantastically
частенько,25,9,often
чутно,25,5,audible
шмат,25,4,piece
абсурд,24,6,absurdity
базікати,24,8,chatter
безглуздий,24,10,nonsensical
безумство,24,9,madness
бюджет,24,6,budget
вгорі,24,5,above
вест,24,4,west
вибачатися,24,10,apologize
видовище,24,8,spectacle
викуп,24,5,redemption
виняток,24,7,exception
відіслати,24,9,send
відлити,24,7,cast
відоме,24,6,known
відставити,24,10,to postpone
візок,24,5,cart
вміти,24,5,be able
вчителька,24,9,teacher
гас,24,3,kerosene
гестапо,24,7,Gestapo
гірший,24,6,worse
грам,24,4,gram
десяток,24,7,ten
дозволяти,24,9,allow
дріт,24,4,wire
емм,24,3,ummm
живлення,24,8,feeding
забезпечення,24,12,software
забратися,24,9,to climb
заповнити,24,9,fill
збудувати,24,9,build
здивувати,24,9,surprise
зіпсувати,24,9,spoil
ігнорувати,24,10,ignore
іграшка,24,7,toy
кабель,24,6,cable
кумедний,24,8,funny
кхм,24,3,ahem
мамин,24,5,mother's
марабу,24,6,marabou
маса,24,4,mass
масаж,24,5,massage
міняти,24,6,change
мокрий,24,6,wet
народжувати,24,11,give birth
національний,24,12,national
неправильний,24,12,wrong
ніким,24,5,nobody
німець,24,6,German
оленя,24,5,deer
омега,24,5,omega
опустити,24,8,to omit
охота,24,5,hunting
парад,24,5,parade
перевіряти,24,10,check
печера,24,6,cave
печінка,24,7,liver
писк,24,4,squeak
підготуватися,24,13,to prepare
пікнік,24,6,picnic
піна,24,4,foam
позови,24,6,lawsuits
покататися,24,10,to ride
поклонник,24,9,admirer
помити,24,6,wash
порівняти,24,9,compare
приниження,24,10,humiliation
пропуск,24,7,pass
психолог,24,8,psychologist
річниця,24,7,anniversary
розповсюдження,24,14,dissemination
російська,24,9,Russian
сакс,24,4,Saxon
санітар,24,7,orderly
сарай,24,5,barn
